,Perpetuum FSH/C,Enocean Eco 100,Clarkson U prototype,Michigan U PFIG,U Texas prototype Induc Vib,Seiko Kinetic watch,AA battery harvester,Socket,Kinetic flashlight,MIDE Voiture,Bistable buckling harvester,Heel-impact shoe harvester,Innowattech road/rail,Piezo backpack straps,U Texas prototype Piezo Vib,WindTamer,Leviathan,Enviro Engergies,Four Seasons,Humdinger Wind Belt,Michigan U piezo flag,Nova Energy tuna turbine,Columbia Power Manta buoy,Wing Wave Generator,Solar heat engine w/ mirrors,Tracking system,Inflatable mat,Big Belly trash compactor,Transparent film on window,Seiko Solar watch,Seiko Thermic watch,Enocean ECT 310 Perpetuum,Micropelt TE-power probe,Micropelt TE-power ring,Micropelt STM-PEM,Solar powered Sterling engine,Solar/wind streetlamp,Kinesis wind/solar,Hymini wind/solar/crank,74 Chevy Tailgate Support-RBS,Air Compressor 22,B&D Cordless Screwdriver,B&D Elec. Polisher,B&D Weed Trimmer,Battery Op. Toothbrush,Bissel Hand Vacuum,Black & Decker Elec. Knife,Black & Decker Sander,Braun Hand Blender,Bubble Machine,Bumble Ball Toy,Cadillac Slide-Out Visor-RBS,Corvette Vac 23,Crossfire Game,Dazey Fruit & Veg. Stripper-RBS,De walt sander,Dremel Electric Engraver-RBS,Durabuilt Hand Vacuum,Electric Can Opener,Electric Pencil Sharpener,Ertl Bumble Ball,F.Price Remote Control Car,Fisher Price Bubble Mower,Green Eagle Putting Cup,Hair Dryer,Hamilton  Elec. Mixer,Horseman Swimming Toy,Hot Glue Gun 21,Humidifier,Krups Cheese Grater,Mattel Bubble Extinguisher,Mini Pro Hair Dryer,Moen Kitchen Water Faucet,Mr. Coffee Coffee Maker-RBS,Mr. Coffee Iced Tea Maker-RBS,OverRider Toy Car,Paint Sprayer,Pneumatic Air Ratchet,Portable Fan,Power Caulk 20,Presto Popcorn Popper,Presto Salad Shooter,Radio Controlled Truck,Real Power Tool Shop,Regal Ware Electric Knife,SKIL Power Screwdriver-RBS,Salon Series 795 Hair Dryer,Salton Sandwich Maker,Stamp Machine 17,Super Maxx Ball Shooter-RBS,Takka-1000 Pasta Machine,Tape Rewinder 22,Toy Solar Car,Upright Vacuum Cleaner,Wagner Paint Roller,West Bend Iced Tea Maker-RBS,West Bend Mixer,WestBend Food Processor,Wet/Dry Vacuum,bicycle brake 18
Paint Sprayer,97.85703998930474,116.00194528075686,127.43093922698365,105.197329036233,132.94323685755876,168.9757566939902,177.29349718900613,136.0270600687856,145.58130952894,104.50462940397526,83.92773500977412,123.85389067757745,57.165212773184464,82.86084170145455,136.5183406541948,190.2600352791194,167.96602296369934,169.30954734538653,147.7252762692214,141.08332118059434,141.19995120632953,177.7730829778892,107.35475202882583,123.18187941115622,128.84892473290518,131.6775844975253,162.8448453856886,204.22510951523137,81.30755267491834,145.17712223712002,199.08933588295298,129.175800491855,159.16331064090997,138.46705925582188,118.37253644352194,201.2178508873377,202.66620237059635,233.50222177946756,266.3558179508559,38.82506925247962,47.707059577745596,46.97435486514315,45.500828365504944,34.871787949483604,39.675104304169935,38.473660260112666,37.253040437887165,43.07732411051022,34.59189265300406,35.24716325021119,35.922460931943675,36.86892772380369,39.45459957762035,37.97176172703534,40.182163822016776,41.79076592856064,40.56687802821605,42.382560823069774,39.33370729798924,36.80830262116872,36.71946731407277,44.33349783399629,28.86737540461662,33.51833987638565,52.00693978990253,37.54781194185993,33.197077218213295,42.1686784808299,39.691013082652475,41.429178179587495,32.345003833902304,38.7165076153395,30.294119548293867,31.50965392622357,34.1128146279328,37.581740597951224,0.0,41.08810810822159,38.82838700681255,40.371801086289224,37.09491369168836,36.33125611272381,38.79456419836356,34.7189513643016,44.3871989742041,46.31599859723316,40.28589461651143,51.84720742229868,36.218782471058404,50.07870591897609,40.57042826628229,39.33395938777658,38.67011871445031,34.426377155943094,20.110198027055525,31.96929518238136,37.21616468840354,35.00062683193681,38.76157744538533,44.6506522828099
Pneumatic Air Ratchet,90.80745973959827,115.81467664766011,115.58639188522349,102.83531603061357,123.21524344462249,169.30018918446842,168.87081702002638,143.45067122648234,150.81834669040242,97.790764604785,77.8608755197308,127.73781135382306,53.631357400572874,87.38153901146501,129.74660527551694,181.6113241744523,150.8825518584565,154.95777643985892,130.38146364904702,123.6470496968144,124.53226787890398,191.74674676363952,122.27344457972573,129.0468770566579,120.61554594559931,128.77393128194132,166.85872429990252,201.31600573614867,90.09990874916694,152.23801128249306,196.7383053022316,123.88980761679244,159.31911404153112,123.17137048570436,109.30901423870081,180.86400627779676,178.64579876985644,217.95707322805325,247.63872297250714,37.84897546678805,44.42985748282774,38.06217517818389,39.9667616542295,30.11009317151803,37.26375575721244,35.227930331875406,33.2985316548619,40.86848261912807,28.289841355887738,34.05679702574683,26.822059716247516,33.73756847073834,46.90069391226159,31.79033594752844,36.82573325985874,38.93960468972831,37.24060676157018,42.02234736884718,36.04826521932581,34.33258624301453,32.2587180208052,40.60451701125045,28.693355888290547,36.91304220933515,50.21142985979706,30.659354103042574,34.037253190354384,50.30777296635169,49.51612311421255,38.11737943705518,35.455911970692554,38.46363333722495,33.263626432475334,45.06605589805851,46.25430891397994,31.54917763577565,41.08810810822159,0.0,34.77121138587347,40.34314487894048,36.79180959340047,33.98569604625299,33.74066258974047,30.445364492041563,38.78880814567738,35.54214062431396,34.72769742764274,51.09230179487855,36.5852276364717,39.277692933658514,37.74747529100827,37.66635203339702,30.73683745335391,31.90320250784922,35.49490342474399,46.0111010641439,31.16095622961692,30.83394351369148,41.09620434816065,39.43162895812375
Portable Fan,88.34962418153896,113.54316522406194,118.22026750437205,103.69068566623787,126.0914367723525,169.31659278863907,168.97657492171695,138.02233065752873,144.44379578339607,98.58057325700048,75.82146755360037,125.08516415059155,51.69249104400782,82.57547914652328,133.26146163679135,183.0969000320032,152.39911462411527,160.4527406532049,137.12066437666357,124.2871068121095,125.13723965905504,193.01330044461872,114.76186454127647,129.8497601586844,124.44065898436034,133.23192337998617,159.4812761781765,207.90947663484687,82.59349560523987,148.46487849736855,195.90299147642162,117.9577047500022,154.21387404612784,124.72187189851587,105.683748626113,185.5845581931987,189.55521157081813,220.03337081634498,255.5741347380333,39.845137423075954,30.6081432647673,47.207592403355946,36.36720260023753,30.02703716371541,36.12376722749816,23.729761851752915,30.824701946063833,32.01859776814345,27.45005313424352,42.82517189210064,28.710140735547235,33.19141158842813,31.831672199950837,39.244603356539095,37.99477948914097,32.555654695969544,31.37451776177808,34.654691596577614,32.593226441248156,32.51950858836591,29.971268474746488,41.219783203145354,31.90482492725569,32.05709738059648,38.03504389843293,32.56242252597813,29.4185349488696,52.53563999999095,41.097462591016,35.808677179264336,34.05010459339083,26.370163125633617,31.327318685986004,42.31253113933458,45.66258948082365,27.955499788366136,38.82838700681255,34.77121138587347,0.0,40.50761609052526,31.88759893574052,30.828162783643698,33.71094089234239,27.229464977523953,38.47671665706396,45.99626456201071,32.258002223900554,50.1667089933226,38.298560020630966,46.241164234672766,34.202304008626776,39.01643405421284,31.093504960837883,25.18556773460527,36.60089691058128,42.215261910236045,28.48507632223061,20.22292679280364,34.952237503872986,41.08754235232747
Power Caulk 20,90.25566606987636,107.24768974692627,117.99334737526723,98.62351803379212,119.13573951049173,162.20990918984927,164.72888433423017,129.9441352394261,143.10362908168452,90.25367846580457,72.46633279687046,123.85081817632931,51.60819714856636,81.78230807824147,128.1598393291057,187.00714123447653,161.0190103565792,153.84419315019463,135.6831056834558,132.0683556110078,131.41679409378833,187.0071412344765,111.48491217773642,128.26156306779484,119.93229507228517,129.15979237255561,161.63626506798806,192.956046440364,81.8770069240239,143.04089983218998,196.8561344893636,123.76993987701412,161.4598906504015,134.80010529620267,115.442411247775,191.52542123874628,187.7100785788728,224.074915174345,256.0859832934648,41.34227718612413,41.12652661640783,37.66011507989413,39.05177154030267,28.274959477366714,34.92697456689186,38.454164022443585,37.066301247415694,37.25575126353916,34.31691094948516,37.65507188371125,29.860574146080406,33.87796754863186,40.81278297682695,29.76919367806871,36.89289996968308,36.098411402851696,34.454885948024845,34.04909589721534,33.37032014307447,37.575304771615606,30.198537279577742,41.71656351728841,30.323850547738644,31.30357373788146,56.550619733288244,30.018888914612955,31.355069382039154,41.9139380808397,47.56509258196312,30.801503645662915,32.52710000623583,43.626936094220525,30.5364539985148,41.98644923433498,45.07290209718107,33.04104294683533,40.371801086289224,40.34314487894048,40.50761609052526,0.0,35.03719932640139,37.19925223485377,28.79709179373042,27.535573436379053,40.54596240179238,34.37433599590091,40.37696883823757,42.99820145825843,33.501622830243335,39.728948771357146,42.85483932979302,30.438852367865255,35.10262211999853,33.32670393384127,33.81651088327578,42.97068790100727,37.999043191555515,28.881325924810245,40.00911164244784,36.59295411356246
Presto Popcorn Popper,88.6496115419042,113.94567153846596,121.66592919216649,98.06435110009559,126.01166423294843,173.08871716189532,167.28466244355883,130.63363446555698,149.30497818580955,97.1083615212504,72.83737140415181,124.55475929635074,51.38415506180027,80.39392836700745,133.33978177352913,186.32701172464851,155.43404692218164,154.64997247114795,129.99345391474682,124.809517184318,127.37448573669555,187.38421854233144,117.82328639278272,126.89476844823953,123.7828557040157,130.05602318263604,161.49203949030365,194.989916512709,79.42185759401019,151.27826054936594,200.18631023381266,118.21292913240896,155.08698586440522,123.18110276853464,106.55686044439038,182.46944322811146,186.39325764303982,220.38975925694626,253.17228525689615,40.001816379345726,27.276020212618644,47.61304284344432,41.01958882579862,26.438122389371706,39.673673055095946,21.010358208332804,33.761902603435125,33.56232967842443,31.44194574887986,35.35073517971486,33.1999074686652,34.165997028794486,33.161115488374946,28.770907207586202,36.951982409799164,32.03840844100414,33.7896470306391,33.35255379360538,32.41693349839822,28.665900927351956,36.084054512274,45.61386724681873,28.928017029995235,31.126874642034583,42.30813341843044,33.09044803792709,33.00493014780903,35.60653302079501,37.19179160253798,31.874516955306206,26.787931810376186,31.641962785754966,29.57762844508628,37.104944027146196,39.62752825101582,30.769375833155,37.09491369168836,36.79180959340047,31.88759893574052,35.03719932640139,0.0,29.13620593584101,35.3663998247566,29.818328767006772,38.765898071095314,43.829710781926636,28.72374964346689,38.709917467548124,37.00271939961951,38.18255220518792,34.45583962230302,34.47809239867703,30.019439519789415,19.319444529872463,35.14010455481655,37.59565817200918,24.47188919215761,27.51783736641086,28.912859509024223,39.65079518052034
Presto Salad Shooter,78.13594784989378,103.23936133619563,110.10080497564607,91.13257874307646,114.0796778764083,166.06112783129672,155.15155399983075,131.15392256421907,140.81898541022423,85.69466141679501,62.511827943939046,114.94359352130796,42.481739682683994,78.61734793149904,122.39287715709635,182.39438502491456,153.1607380381129,150.24769384590053,127.23644063171602,123.85607068123468,124.74128886332426,181.62609586736332,110.92159903602533,127.26472552927768,114.75944788041241,123.2557430440794,161.20131206079435,193.00767689675902,77.03336606870845,142.8600647120648,196.72378886356807,111.58347517908963,154.74551968720186,124.51335849243631,104.73541988437157,185.1980933891581,183.3445854844182,220.16521318789975,249.49399221976,37.84346987867593,35.70469204881003,39.05441511697813,27.692916109756275,19.087619612993773,35.26466291132926,30.198340665986034,19.04478432397333,21.11227693615345,24.645372432951604,35.45875535412254,28.222879074677017,33.005213974790124,31.5383060617076,28.470491514936764,24.73598336108615,17.920996741285997,25.31151951769929,30.760273407586702,18.924287732458332,18.004726693588978,30.591343611191473,42.708728531032875,29.976048842580454,32.28781596751848,55.008495233573754,23.57183822912276,31.42303242262804,40.62138277292611,36.70113258489772,17.22446948894389,33.09068166969952,39.13300118695527,32.60169239587786,31.700133761748525,32.64107358106527,30.352683504208063,36.33125611272381,33.98569604625299,30.828162783643698,37.19925223485377,29.13620593584101,0.0,26.768039238534726,21.3009981948748,32.36902481842941,35.04645459828217,37.2640213170251,35.82442671899463,32.30958910235143,42.83801894201477,29.344944986297897,31.357247718676184,30.194848055308913,23.80588549922265,33.022257049904454,32.70562465608974,25.822893708867458,16.235585107415154,31.009014265236342,32.618606381467956
Radio Controlled Truck,87.81291074374329,110.82187250194977,112.35533755583617,102.92163601216438,121.1463003120379,168.28084564656638,164.8466675213283,138.86864229315162,144.91713291023888,93.15390789745572,75.28475411580469,123.94557910295875,52.57966697584375,84.36974453910273,129.68376784702502,188.48610498250926,159.38664595702235,166.27890239599697,142.706208822688,130.8077970623013,128.82873811325834,193.03226494687476,117.85864346832237,131.4493055764584,123.99253514704571,132.6009990085207,167.44144170605188,202.01199743995306,82.0652434550226,146.27612422184626,199.614152856423,126.27920375092377,163.19416378386578,134.70899734451416,113.81833871652779,190.1861206593828,192.0873542071324,226.72407449313891,258.8774949925786,36.72437302595411,38.064823401893484,36.17304048378743,31.843740654750146,21.038416521877128,30.560837300504634,34.334838723273236,25.977907533971617,32.80406958143136,22.994044966852165,35.31813802002158,25.865611239709025,27.932903473143767,41.50559318507128,31.898174093348768,32.725136508333264,31.241847217973724,24.13164677127334,33.21371695613442,27.443092512197914,30.353769714294984,25.993976231614784,34.233311644979835,27.8114661269436,29.03425419038072,49.15634670477884,15.869181965933805,31.27494897641684,45.60629106952651,36.601372046253836,29.71413811269089,33.17634060715177,35.652281030347076,29.543775812001222,36.925941164652414,38.54142218490102,24.35010911524254,38.79456419836356,33.74066258974047,33.71094089234239,28.79709179373042,35.3663998247566,26.768039238534726,0.0,22.275625159475993,34.90320718392363,35.87476633651678,34.58926019660522,43.197777422178724,32.919906349414106,40.22362095960354,32.01050645380667,32.43282311294802,32.34915704809788,27.941391213114226,30.89321116157387,37.94274283191537,30.210070424338568,21.530053313369873,37.464455125852574,33.11363808179016
Real Power Tool Shop,78.38453402102726,105.44018309502951,111.05680213514748,88.43944386931467,116.17802990133005,169.38382934686348,161.60450412181882,132.05271239809656,142.89444494603384,88.11805944245985,63.84706932536125,117.39480882485724,43.901185274113246,76.80134444482302,121.37360631897181,183.85171811188877,155.47821764728832,156.21064151412997,131.3135056609612,122.06171216029196,124.56938306224914,183.85171811188877,109.20293711428599,122.85182867480376,119.15882230913067,124.65335804162808,163.9054937173895,198.23311110018716,74.24929812669984,146.69185521093826,200.7980268340898,114.9950969368495,154.6045832505367,126.23555378200525,105.44018309502951,186.13942909273072,187.5569185060375,226.62187381485643,259.29457546829974,30.466511248454722,35.92490939335748,31.070029451733696,30.142909110271912,17.082419940525973,28.59665636201681,30.55479661799223,20.8595487088687,27.98165785433336,23.324445138091324,29.571976251408074,18.04079578060476,23.940296274118737,35.484763637531024,24.75198900307631,27.43733981123551,28.338279611947748,23.562772714355262,31.737681168856092,26.444954476575678,24.698325433996686,18.655715393916388,35.90972426704064,21.8915215495663,28.285948654849687,49.42456000342288,20.670461479843432,21.735842611053478,42.27670430775447,38.350316730742364,21.693017924903813,28.716108003268815,34.849561597695484,23.27772977345071,36.35855150691688,38.16637659870721,21.341745524420134,34.7189513643016,30.445364492041563,27.229464977523953,27.535573436379053,29.818328767006772,21.3009981948748,22.275625159475993,0.0,35.076445239819144,29.545755218414357,33.59337603914058,42.445176724219124,26.273820610954367,38.64964338047674,31.385947575979436,27.794356376638586,22.731358607597773,23.475885666170182,27.730806478533815,37.4583371839679,27.845412910130882,16.669853657335118,33.81427707240547,24.929587443009254
Regal Ware Electric Knife,90.38805416673807,103.57874507866671,114.15707662850406,100.28618503561268,122.7245590259038,163.93452858972492,162.45510485200535,129.83707397833314,145.14447980019344,102.97003197648297,78.56760996763134,116.3304590918739,53.53772491764681,86.95775508125551,132.38236960379245,176.41729052591555,152.25702510936765,147.91314108124436,131.4724202600141,126.24268966925065,128.92047667492528,173.25612869487964,122.69455232663356,117.12673185163914,118.0156259216105,128.10024255239318,173.19241940391495,188.13669258552528,82.109540095388,148.08123488655852,201.73330251531593,128.6871148489816,157.26970794906984,121.37869033286096,108.9510074408858,181.7312322835885,185.23033290192654,222.11528094797995,250.86459043661608,42.94434265937687,41.44727473461908,40.22286360454969,31.804667660712504,29.714389647982635,30.75298783390786,37.04469505085589,29.719919046054844,31.695199890155994,32.105173365763406,43.63435770986512,34.18861801941641,38.95496728627998,42.615449004148346,32.3942536974948,34.639993375522096,34.85198720324496,29.393840151880255,45.19977156041773,28.15403204771374,30.60530491742454,39.40840685567434,41.009546415638404,39.95679851536323,38.82567421454098,50.19355017266969,32.15919870571986,31.486491529808642,44.588589417205434,51.66964367664852,35.4982501588819,44.01262969024128,43.34842133802943,44.812530060174154,46.985447693627265,47.49138937902366,31.90708014377901,44.3871989742041,38.78880814567738,38.47671665706396,40.54596240179238,38.765898071095314,32.36902481842941,34.90320718392363,35.076445239819144,0.0,39.44314760317517,41.01137502959533,45.03206931975584,41.05714358911409,50.858102318055685,32.63895786180271,31.553238265137054,34.308194676856886,26.65847083118381,34.25369581380539,47.388420954754565,30.96433107242988,28.35429773277377,43.32954999398913,42.86373781914788
SKIL Power Screwdriver-RBS,97.30807806540096,115.11484009921242,116.4010584420943,96.07091935945574,112.49392876172016,161.69114002309664,160.85943675956614,136.7587807573201,148.32187731618788,94.81090738140097,76.21291560116151,125.46530086745676,51.89063598435216,86.71716856957174,120.80712804240821,192.65405088037932,164.5749462924817,155.57058119474584,134.1253265962913,138.0471121880093,140.42868797685978,188.20172396388972,120.6142240561187,132.45351282026024,111.69684224431697,120.20999412509265,166.39117009239897,188.95880347558995,91.80664181891783,145.08562268522016,195.93240611091352,122.61418843399092,165.48696897232077,130.91258636628578,116.02436130158605,196.95218433973238,180.90057381072418,215.23489990739748,242.68375966794645,39.39673573602712,44.00263788092842,10.13825307234314,32.53037252336122,28.122042124144492,33.97907156135034,40.39068414480583,36.343048022992704,41.747610269234755,30.430609151248376,43.33611916415087,29.812068519326438,38.0221317583653,44.99702153089457,32.2444405291729,36.40862568545867,38.6809525952938,33.990415365814265,32.44045407164411,32.46564969596652,33.57730450378479,29.166462689762533,40.37303350071652,37.67141272268924,40.8120248016733,56.90982643859492,32.21184132373688,33.41500020847869,48.4140800809146,50.66444524373136,28.94930911230157,45.11428692437734,44.468112845139224,40.27546262190245,47.15899705191899,48.412441257525614,32.723799715944665,46.31599859723316,35.54214062431396,45.99626456201071,34.37433599590091,43.829710781926636,35.04645459828217,35.87476633651678,29.545755218414357,39.44314760317517,0.0,42.80878872860657,45.32417860339214,34.70853206946572,46.36531930894857,41.24313223192936,37.81304886302512,38.29986719102814,36.16254233303363,36.37928279672583,48.063652460996366,38.00456015687156,34.45116593973705,44.63726231730196,45.208518729296756
Salon Series 795 Hair Dryer,99.29417154253065,119.49281650075558,121.90263610711389,112.12982208327486,129.91433922421342,163.6900528271695,172.91741605914606,143.10869423435295,147.60554230435582,105.88699342411678,87.3475954190016,129.9866991200002,64.38241907390993,86.0875829077782,136.97644371812532,192.55532339053036,163.73997745038224,168.74915127634188,143.85201542317313,137.0309896213925,136.7545736956774,198.41355978695753,125.39006397403085,138.41118133205913,125.56172088309029,132.0454726747002,167.2375593731354,196.8954949216647,90.19405739844726,143.34193854279215,190.84215594973705,132.17084464244584,167.9008393656067,135.58643274410733,118.94786412193031,189.73713546685377,186.98866072253068,217.3104760254676,249.43807131471866,40.6770484023694,38.5278686913862,45.076190970995356,36.52676341193518,34.81488667936758,34.48180703789443,24.80424176843917,32.307727673366415,34.65393993057748,21.321868270579866,41.97831071147528,30.322725194943498,35.320072841452884,40.72847119504499,38.85490095291044,36.36355720488878,35.05099218221798,34.01843739560964,39.21091799838177,32.903781234106205,39.76595884755841,30.069825085870832,40.44360160123946,35.28840908329274,36.491243053691235,25.957441587080837,29.790597996424268,34.915090992039794,46.58652058490324,34.48386410558785,40.376088670812265,35.770239191879355,15.076983014776765,32.708513402855246,43.9932863780853,44.937173707568874,30.030511715463778,40.28589461651143,34.72769742764274,32.258002223900554,40.37696883823757,28.72374964346689,37.2640213170251,34.58926019660522,33.59337603914058,41.01137502959533,42.80878872860657,0.0,41.38700861585652,45.853713817407595,44.35679666767503,36.63243477006793,40.48514305254967,36.73426231533952,27.883976270825677,38.07895994315231,44.58065839613448,33.350445689013,32.849998824496836,43.02585951590743,47.4241183183522
Salton Sandwich Maker,91.03359310406302,108.21403801031278,117.86012759918754,103.25240790117675,121.66110775907157,164.83579859729755,161.62440796560895,125.06444052200713,142.33514038973163,94.92124678570485,76.9606749318594,113.41924435272642,58.40282511849696,86.72801068598469,126.78602284254414,188.46176313219024,167.2909666251697,158.0418054589101,140.89681373366528,137.5763665998597,137.63893411749348,183.41984726528008,119.70598701169601,137.63893411749348,119.0931479968489,123.36118813737635,149.13121324171703,174.89736678063684,82.0290497161602,133.7415712256306,187.26145463830437,119.63202184238321,164.2028162634169,137.133913037078,115.22146100685573,193.7196743277413,186.1012555992007,222.34105753771775,244.54860265985383,49.91628126412728,52.08229484253506,47.20895691434399,36.31546330928155,38.523222649626604,49.683985266594526,42.53066537880751,38.838932930669316,35.37898625294956,35.55758918029794,52.234252744893425,45.439954520103754,44.942895240186616,42.487029123471174,39.51830440718075,39.60986760444537,35.087318264895586,35.1235723051759,43.632234912280666,33.77011902494241,33.18563218600861,47.03083071626281,52.97336517566108,45.49983917532708,35.05488270159755,50.98324559230885,39.667854444911626,46.40264693484861,31.580726688922603,44.035048381757136,37.89164449246624,47.034802441646605,45.06794980033138,45.61436713224007,39.78871481394722,41.94653602243693,38.326994160637014,51.84720742229868,51.09230179487855,50.1667089933226,42.99820145825843,38.709917467548124,35.82442671899463,43.197777422178724,42.445176724219124,45.03206931975584,45.32417860339214,41.38700861585652,0.0,47.576310795508974,45.40619162749154,44.656444526066586,47.242334025084446,42.72263178586658,39.08606560646801,46.162923203128855,40.65591050015244,36.084152930469166,36.89219778502961,43.810103729473596,41.164078421531045
Stamp Machine 17,86.4391924809596,106.37648190739955,112.85474043715033,86.24394707420454,113.27864657617678,174.52575758815686,157.26750270477436,128.69249212399592,146.77331178501169,91.64942125307596,67.42464832413987,117.20201450906404,42.66012677116086,81.71133946394727,120.2791105183228,190.57919430898727,161.15997563116758,153.66683811495352,131.2152567952986,126.80730245133128,129.18887824018177,180.35272979108845,109.69487964867517,123.20701134915865,120.42353977001773,128.7545971666638,164.62929509925638,200.81320891295655,81.90125860554429,150.57072204991607,202.0604741294089,114.63847981265496,148.96602843726814,128.05311910896762,105.28307560964973,191.234663460979,188.99235756594106,226.21913812186932,256.2944504268179,37.393921245169885,43.52626785262156,41.378335235198264,39.51075344331255,24.88190404317605,39.367642741042296,36.00047023731528,33.23604521812064,40.45510403722696,36.896185524591395,35.06907994354637,32.79888902221258,31.668605155996126,35.078079334087086,28.102298953755465,37.3582320025931,32.66513618088579,30.507750647321913,40.42525396038295,32.57185205945202,29.55003025292946,35.04839962588319,49.98778593792045,26.903870251021825,35.32773937563955,63.367125679815075,33.11756322055733,36.6706518990959,36.73801795943407,44.84280361005932,27.889814393337556,28.2459107492633,47.45082470494907,28.390592807370542,33.01862211395448,34.095233812267,34.47589015302306,36.218782471058404,36.5852276364717,38.298560020630966,33.501622830243335,37.00271939961951,32.30958910235143,32.919906349414106,26.273820610954367,41.05714358911409,34.70853206946572,45.853713817407595,47.576310795508974,0.0,39.256338518626976,39.470978053739046,33.53653611026688,35.326915743545726,32.82252817617824,29.864364723630935,33.84721560492628,38.570676470737084,25.08375853340591,38.886689943692915,31.14295135103622
Super Maxx Ball Shooter-RBS,102.3696675230839,120.91534551815377,131.0038264546124,109.657686901819,133.2476128017176,175.945455559099,172.19374818711447,132.06682837488927,151.44983383573134,107.57740935571255,85.78472221056045,124.36731257099407,64.05150479373233,89.45545307601037,138.51447876636968,191.09238280098316,167.0393854849541,158.94000709897966,138.7023117013912,135.99479415776116,138.59187996587985,202.15916025652797,126.68774683358683,144.86608361984565,136.2372401710623,142.9218612322764,162.524364942077,198.71460272768147,93.41622937725435,152.231797076354,193.4385751867435,129.34859997534937,168.634976522493,141.97560507308134,119.6820012788166,200.07251109019995,192.8280989424331,218.6503679318413,248.5335679937372,43.140900692703454,48.01788471501912,51.23347355852198,44.36042924251589,37.110268709711605,46.69878934106265,33.63256584864503,42.362198053602285,44.96331648918746,42.53348277047454,43.40270943269874,44.85435764541117,38.16946962253527,39.95038040248758,34.997504226873886,45.081407950626165,40.50308546263325,38.07693114303775,38.79215696783561,40.165668360834474,40.618471909319744,45.96532645123602,58.01178811148792,38.059196102414234,43.30659817369866,60.699244990743935,37.96426285971749,45.53625168945884,45.559361652430226,50.66859486235464,38.255489230019734,38.52434502563116,46.65819339321038,36.361569220923855,45.66859840386175,46.362341997663066,44.17538800860129,50.07870591897609,39.277692933658514,46.241164234672766,39.728948771357146,38.18255220518792,42.83801894201477,40.22362095960354,38.64964338047674,50.858102318055685,46.36531930894857,44.35679666767503,45.40619162749154,39.256338518626976,0.0,49.72891305475913,40.53094204049784,47.04928729616175,36.24058391412315,42.417650074659335,45.20812132288221,44.5476357306759,37.905593398418716,44.86746062230602,39.743085357497364
Takka-1000 Pasta Machine,90.6258054744674,117.79565283557388,116.49916106927628,106.63806510293813,124.73380690012888,170.96184378484273,168.6134809291088,138.0367252867506,151.12314618271301,97.85272228472442,78.46823391570067,128.48859729270316,58.74922620091381,88.20973096284935,132.51567377459583,195.18589968442853,162.9134485166503,167.68796852839677,142.8710384408172,134.13832298284353,134.98797713519173,190.1541832804329,120.08643185486511,126.44274910678882,122.66320604170001,131.96595038514278,167.79436480139765,196.06636445032117,89.16733730668138,149.70268389747335,203.56640804897663,128.34470213603697,160.08604748299294,133.64970971990527,116.29741972828486,191.30290516317018,191.17352242582746,222.91880348520544,257.14380767377946,45.78174775336825,45.888182796947824,43.71590369383869,34.07999759183997,31.66508465076203,32.86083565153628,36.292488447447326,32.60188974194158,33.64862965128713,23.88452746411887,39.21312916890814,36.56399082204227,40.11935121675246,40.30610242615292,37.46646359187062,37.58246540300437,32.727535632561796,31.4125813082709,39.52959626190578,32.59229464268564,34.16632874859649,34.79752769718256,42.19847090473553,33.953568687254936,36.46404141783753,50.43804204340481,25.25034934772604,35.72088560681882,49.40344630569832,37.92028028867392,37.86700664612528,38.70916283613306,37.37412759868923,32.439556032339134,38.75946854175146,39.33346775949508,28.98996663784469,40.57042826628229,37.74747529100827,34.202304008626776,42.85483932979302,34.45583962230302,29.344944986297897,32.01050645380667,31.385947575979436,32.63895786180271,41.24313223192936,36.63243477006793,44.656444526066586,39.470978053739046,49.72891305475913,0.0,40.69243236581494,35.89740431063787,28.0394846997506,37.41874527839178,39.57829899321362,24.069849618349117,24.307836055153793,41.00524588286513,45.3973884195736
